name,tagline,technologies,slots,year
KDE,"","",59,2012
"Apache Software Foundation","","",38,2012
GNOME,"","",28,2012
"Python Software Foundation","","",26,2012
"GNU Project","","",21,2012
"OSGeo - Open Source Geospatial Foundation","","",20,2012
OpenMRS,"","",17,2012
Mozilla,"","",16,2012
"National Resource for Network Biology (NRNB)","","",16,2012
"The Honeynet Project","","",15,2012
"The Linux Foundation","","",14,2012
"Blender Foundation","","",13,2012
Drupal,"","",13,2012
"Debian Project ","","",12,2012
freifunk,"","",12,2012
"Monkey HTTP Daemon","","",12,2012
"Mono Project","","",12,2012
"Berkman Center for Internet & Society at Harvard University","","",11,2012
FreeBSD,"","",11,2012
"Inclusive Design Institute","","",11,2012
"The Eclipse Foundation","","",11,2012
"The Java Pathfinder Team","","",11,2012
"Open Source Computer Vision Library (OpenCV)","","",10,2012
"RTEMS Project","","",10,2012
Scilab,"","",10,2012
"Computational Science and Engineering at TU Wien","","",9,2012
LibreOffice,"","",9,2012
openSUSE,"","",9,2012
"Point Cloud Library (PCL)","","",9,2012
"The Fedora Project","","",9,2012
"Catroid Project","","",8,2012
"ESUG (European Smalltalk User Group)","","",8,2012
"Gentoo Foundation","","",8,2012
"JBoss Community","","",8,2012
"Portland State University","","",8,2012
"Shogun Machine Learning Toolbox","","",8,2012
"Umit Project","","",8,2012
"Wikimedia Foundation","","",8,2012
WorldForge,"","",8,2012
"Battle For Wesnoth","","",7,2012
BRL-CAD,"","",7,2012
"CERN SFT","","",7,2012
"Crystal Space","","",7,2012
"Genome Informatics","","",7,2012
GStreamer,"","",7,2012
"Interface Ecology Lab @ Texas A&M University","","",7,2012
JRuby,"","",7,2012
"National Evolutionary Synthesis Center","","",7,2012
OpenIntents,"","",7,2012
"Sahana Software Foundation","","",7,2012
"Scala Team","","",7,2012
"XMPP Standards Foundation","","",7,2012
ASCEND,"","",6,2012
Drizzle,"","",6,2012
FOSSASIA,"","",6,2012
haskell.org,"","",6,2012
"International GeoGebra Institute","","",6,2012
"International Neuroinformatics Coordinating Facility","","",6,2012
Ninux.org,"","",6,2012
SilverStripe,"","",6,2012
SymPy,"","",6,2012
"The NetBSD Foundation","","",6,2012
abiword,"","",5,2012
CMUSphinx,"","",5,2012
Differ,"","",5,2012
"DocBook Project","","",5,2012
"Electronic Frontier Foundation/The Tor Project","","",5,2012
"Gephi Consortium","","",5,2012
Haiku,"","",5,2012
